"Sequential","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000"
"White Noise","0.101200","0.100300","0.096600","0.098000","0.098000","0.101200","0.101000","0.100000","0.101400","0.102300"
"Golden Ratio","0.100000","0.099900","0.100100","0.100000","0.100100","0.099900","0.100100","0.100000","0.100000","0.099900"
"One Minus Golden Ratio","0.099900","0.100000","0.100000","0.100100","0.099900","0.100100","0.100000","0.100100","0.099900","0.100000"
"Pi","0.097100","0.097300","0.103700","0.100000","0.097100","0.100900","0.103000","0.097100","0.097900","0.105900"
"One Minus Pi","0.105500","0.098300","0.097100","0.102700","0.101200","0.097100","0.099900","0.103800","0.097300","0.097100"
"Sqrt2","0.100100","0.099900","0.100000","0.099900","0.100200","0.099800","0.100000","0.099900","0.100200","0.100000"
